name,freq
KRUPIČKA,2811.885282
JAVŮREK,2809.850632
MUŽÍK,2809.850632
VYBÍRAL,2809.850632
CIBULKA,2801.712035
PRŮCHA,2793.573438
BEZDĚK,2785.434841
FRANK,2783.400192
TOMÁŠ,2769.157647
ŠNAJDR,2756.949751
VARGA,2736.603259
HLADKÝ,2734.56861
HORVÁT,2732.53396
ŠVEJDA,2714.222117
BAJER,2712.187468
BLECHA,2710.152818
ČERNÍK,2683.702378
PELC,2675.563781
KANTOR,2669.459833
MÍKA,2667.425184
SMÉKAL,2659.286587
ŠUSTR,2659.286587
VOJTĚCH,2659.286587
FISCHER,2655.217288
ŠAFAŘÍK,2655.217288
HRNČÍŘ,2651.14799
SYNEK,2649.113341
PŘÍHODA,2645.044042
SPURNÝ,2643.009393
TRČKA,2630.801497
ZACH,2630.801497
RAŠKA,2626.732199
ŠVÁB,2626.732199
CHMELAŘ,2624.697549
KNOTEK,2624.697549
BEDNAŘÍK,2620.628251
KVASNIČKA,2620.628251
JANČÍK,2616.558952
SVATOŠ,2610.455005
STUDENÝ,2606.385706
KAPLAN,2598.247109
PAZDERA,2590.108512
FRIDRICH,2588.073863
DOBIÁŠ,2586.039213
SOVA,2584.004564
SEDLÁŘ,2573.831318
GAJDOŠ,2569.762019
JANSA,2567.72737
WAGNER,2565.692721
BROŽEK,2563.658071
PETRÁŠ,2563.658071
VANČURA,2563.658071
HAŠEK,2559.588773
ŠINDLER,2555.519474
ZÍKA,2555.519474
HRBEK,2531.103683
VONDRÁK,2529.069034
HENDRYCH,2520.930437
BOBEK,2516.861138
JAHODA,2506.687892
PROVAZNÍK,2502.618594
BALCAR,2498.549295
ŠVEHLA,2498.549295
CHMELÍK,2496.514646
ANDĚL,2492.445347
DOČEKAL,2486.341399
PÁTEK,2484.30675
ŠIŠKA,2476.168153
VOLNÝ,2476.168153
ZIKMUND,2470.064205
ZLÁMAL,2447.683063
BRADÁČ,2443.613765
ŠTEFAN,2443.613765
FOLTÝN,2437.509817
FUČÍK,2433.440519
TÁBORSKÝ,2433.440519
SUK,2409.024727
DVORSKÝ,2406.990078
JANÁK,2400.88613
HEŘMAN,2398.851481
KINDL,2398.851481
VOJTÍŠEK,2398.851481
OLÁH,2394.782183
LANDA,2392.747533
BRYCHTA,2390.712884
MATOUŠ,2390.712884
HRŮZA,2384.608936
KALOUS,2384.608936
ČERNOCH,2378.504989
MERTA,2370.366392
FENCL,2368.331742
JUNEK,2360.193145
KUKLA,2350.019899
PETRÁK,2339.846653
SKŘIVÁNEK,2339.846653
VOREL,2339.846653
ANDRLE,2329.673406
KARLÍK,2329.673406
DOKOUPIL,2323.569458
ŽIGA,2323.569458
TOMEČEK,2319.50016
MATYÁŠ,2313.396212
MEDEK,2311.361563
KOPEČNÝ,2307.292264
KUDLÁČEK,2307.292264
HOLEC,2303.222966
BOUŠKA,2299.153667
MICHAL,2299.153667
SKALA,2295.084369
MIČKA,2293.04972
HOUŠKA,2288.980421
JAŠEK,2284.911122
TEPLÝ,2282.876473
KOVÁŘÍK,2280.841824
JAKEŠ,2278.807175
NGUYEN,2278.807175
BOUDA,2258.460682
PECHÁČEK,2258.460682
REZEK,2250.322085
SCHEJBAL,2248.287436
DOBROVOLNÝ,2238.114189
JANÁČEK,2232.010242
HRADECKÝ,2229.975592
MLČOCH,2229.975592
BREJCHA,2227.940943
PAVEL,2225.906294
SMOLA,2223.871645
BERGER,2219.802346
VOLEK,2217.767697
KOUKAL,2215.733048
RYBA,2215.733048
MARŠÍK,2213.698398
PECKA,2211.663749
RUDOLF,2211.663749
STROUHAL,2207.59445
ZAVŘEL,2205.559801
LOUDA,2203.525152
HEJL,2199.455853
MACHAČ,2199.455853
HAJNÝ,2187.247958
PETRŮ,2187.247958
HANUS,2185.213309
PEKAŘ,2183.178659
SKÁCEL,2181.14401
DOLEJŠÍ,2179.109361
ŠTEFEK,2179.109361
HRABAL,2177.074712
SMOLKA,2177.074712
MOTYČKA,2175.040062
FOŘT,2173.005413
KAZDA,2173.005413
ALBRECHT,2170.970764
TŘÍSKA,2170.970764
ČADA,2168.936114
ORSÁG,2168.936114
JIRÁK,2166.901465
KRČMÁŘ,2164.866816
HEJDA,2154.69357
VOŘÍŠEK,2152.65892
NAGY,2148.589622
SLANINA,2148.589622
CIHLÁŘ,2142.485674
ODEHNAL,2142.485674
ŘEHOŘ,2136.381726
MIKO,2134.347077
CHVOJKA,2132.312428
NEUBAUER,2132.312428
AMBROŽ,2126.20848
NAJMAN,2124.173831
TOMEŠ,2116.035234
PEŘINA,2114.000584
VEJVODA,2109.931286
VRABEC,2109.931286
KLOUDA,2105.861987
PEŠTA,2101.792689
JANČA,2093.654092
KADEŘÁBEK,2093.654092
ZOUHAR,2093.654092
PAŠEK,2091.619442
LACKO,2089.584793
LEBEDA,2087.550144
HEJDUK,2085.515495
KOTLÁR,2077.376898
HOFFMANN,2075.342248
KYSELA,2075.342248
KOPEČEK,2073.307599
FIEDLER,2069.238301
TÓTH,2067.203651
RAK,2065.169002
ŠANDA,2065.169002
SKOPAL,2063.134353
CHVÁTAL,2059.065054
SCHMIDT,2059.065054
DOUBRAVA,2054.995756
HARTMAN,2052.961106
MÁCHA,2052.961106
SADÍLEK,2050.926457
STÁREK,2048.891808
ŠLECHTA,2046.857159
FORMAN,2044.822509
JIROUŠEK,2036.683912
ULRICH,2036.683912
SUCHOMEL,2030.579965
ŠIROKÝ,2030.579965
MAŇÁK,2028.545315
HANZL,2018.372069
POLANSKÝ,2018.372069
KASAL,2014.30277
MACHÁLEK,2014.30277
ŠVANDA,2012.268121
KLEČKA,2010.233472
KORBEL,2010.233472
MICHALEC,2008.198823
HORŇÁK,2006.164173
MYŠKA,2004.129524
PAVLAS,1998.025576
BITTNER,1995.990927
PAPEŽ,1995.990927
KOMÍNEK,1991.921629
MLEJNEK,1991.921629
POHL,1989.886979
HRBÁČEK,1983.783032
